Quarter,Geographical region,Country of nationality,"Total Family",Partner ,"Partner (for immediate settlement)",Child ,"Child (for immediate settlement)",Other ,"Other (for immediate settlement)"
2009 Q4,America Central and South,Brazil,142,134,2,0,6,0,0
2009 Q4,Other,British overseas citizens,0,0,0,0,0,0,0
2009 Q4,Asia South East,Brunei,0,0,0,0,0,0,0
2009 Q4,EU 2,Bulgaria,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Burkina,1,1,0,0,0,0,0
2009 Q4,Asia South East,Burma,13,10,0,0,0,2,1
2009 Q4,Africa Sub-Saharan,Burundi,10,4,0,0,3,0,3
2009 Q4,Asia South East,Cambodia,7,5,0,0,2,0,0
2009 Q4,Africa Sub-Saharan,Cameroon,78,32,1,0,7,35,3
2009 Q4,America North,Canada,157,142,5,0,9,0,1
2009 Q4,Africa Sub-Saharan,Cape Verde,1,1,0,0,0,0,0
2009 Q4,Other,Cayman Islands (British),0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Chad,3,1,0,0,0,2,0
2009 Q4,America Central and South,Chile,11,11,0,0,0,0,0
2009 Q4,Asia East,China,328,250,2,0,65,5,6
2009 Q4,Oceania,Christmas Island,0,0,0,0,0,0,0
2009 Q4,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0
2009 Q4,America Central and South,Colombia,58,55,0,0,3,0,0
2009 Q4,Africa Sub-Saharan,Comoros,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Congo,4,2,0,0,0,2,0
2009 Q4,Africa Sub-Saharan,Congo (Democratic Republic),57,8,0,0,14,34,1
2009 Q4,Oceania,Cook Islands,0,0,0,0,0,0,0
2009 Q4,America Central and South,Costa Rica,1,1,0,0,0,0,0
2009 Q4,EU Other,Croatia,17,16,1,0,0,0,0
2009 Q4,America Central and South,Cuba,22,22,0,0,0,0,0
2009 Q4,America Central and South,Curacao,z,z,z,z,z,z,z
2009 Q4,EU Other,Cyprus,3,3,0,0,0,0,0
2009 Q4,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0
2009 Q4,EU 8,Czech Republic,0,0,0,0,0,0,0
2009 Q4,EU 14,Denmark,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Djibouti,2,2,0,0,0,0,0
2009 Q4,America Central and South,Dominica,5,5,0,0,0,0,0
2009 Q4,America Central and South,Dominican Republic,14,13,0,0,1,0,0
2009 Q4,Asia South East,East Timor,0,0,0,0,0,0,0
2009 Q4,America Central and South,Ecuador,15,14,0,0,1,0,0
2009 Q4,Africa North,Egypt,109,106,1,0,0,0,2
2009 Q4,America Central and South,El Salvador,1,1,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Equatorial Guinea,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Eritrea,135,23,1,0,1,110,0
2009 Q4,EU 8,Estonia,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Ethiopia,67,50,0,4,1,11,1
2009 Q4,Other,Falkland Islands (British),0,0,0,0,0,0,0
2009 Q4,Europe Other,Faroe Islands,0,0,0,0,0,0,0
2009 Q4,Oceania,Fiji,2,1,1,0,0,0,0
2009 Q4,EU 14,Finland,0,0,0,0,0,0,0
2009 Q4,Europe Other,Former Yugoslavia,3,1,1,0,0,0,1
2009 Q4,EU 14,France,0,0,0,0,0,0,0
2009 Q4,America Central and South,French Guiana,0,0,0,0,0,0,0
2009 Q4,Oceania,French Polynesia,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Gabon,2,1,0,0,1,0,0
2009 Q4,Africa Sub-Saharan,"Gambia, The",78,63,4,0,10,1,0
2009 Q4,Europe Other,Georgia,12,10,0,0,2,0,0
2009 Q4,EU 14,Germany,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Ghana,248,206,6,0,32,0,4
2009 Q4,Other,Gibraltar (British),0,0,0,0,0,0,0
2009 Q4,EU 14,Greece,0,0,0,0,0,0,0
2009 Q4,Europe Other,Greenland,0,0,0,0,0,0,0
2009 Q4,America Central and South,Grenada,10,10,0,0,0,0,0
2009 Q4,America Central and South,Guadeloupe,0,0,0,0,0,0,0
2009 Q4,Oceania,Guam,0,0,0,0,0,0,0
2009 Q4,America Central and South,Guatemala,2,2,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Guinea,26,11,0,0,1,14,0
2009 Q4,Africa Sub-Saharan,Guinea-Bissau,1,0,0,0,1,0,0
2009 Q4,America Central and South,Guyana,14,13,0,0,1,0,0
2009 Q4,America Central and South,Haiti,1,1,0,0,0,0,0
2009 Q4,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0
2009 Q4,America Central and South,Honduras,2,2,0,0,0,0,0
2009 Q4,Asia East,Hong Kong,33,30,0,0,3,0,0
2009 Q4,EU 8,Hungary,0,0,0,0,0,0,0
2009 Q4,Europe Other,Iceland,0,0,0,0,0,0,0
2009 Q4,Asia South,India,"1,214","1,051",2,1,109,0,51
2009 Q4,Asia South East,Indonesia,29,28,1,0,0,0,0
2009 Q4,Middle East,Iran,74,55,2,0,2,11,4
2009 Q4,Middle East,Iraq,250,221,1,0,8,19,1
2009 Q4,EU 14,Ireland,0,0,0,0,0,0,0
2009 Q4,Middle East,Israel,26,24,1,0,1,0,0
2009 Q4,EU 14,Italy,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Ivory Coast,17,10,1,0,2,4,0
2009 Q4,America Central and South,Jamaica,198,156,1,0,39,0,2
2009 Q4,Asia East,Japan,95,94,0,0,1,0,0
2009 Q4,Middle East,Jordan,18,11,0,0,7,0,0
2009 Q4,Asia Central,Kazakhstan,13,11,1,1,0,0,0
2009 Q4,Africa Sub-Saharan,Kenya,100,75,6,0,14,1,4
2009 Q4,Oceania,Kiribati,0,0,0,0,0,0,0
2009 Q4,Asia East,Korea (North),0,0,0,0,0,0,0
2009 Q4,Asia East,Korea (South),23,23,0,0,0,0,0
2009 Q4,Europe Other,Kosovo,39,34,2,0,3,0,0
2009 Q4,Middle East,Kuwait,2,2,0,0,0,0,0
2009 Q4,Asia Central,Kyrgyzstan,7,7,0,0,0,0,0
2009 Q4,Asia South East,Laos,5,5,0,0,0,0,0
2009 Q4,EU 8,Latvia,0,0,0,0,0,0,0
2009 Q4,Middle East,Lebanon,17,13,2,0,0,2,0
2009 Q4,Africa Sub-Saharan,Lesotho,3,1,0,0,2,0,0
2009 Q4,Africa Sub-Saharan,Liberia,7,3,0,0,4,0,0
2009 Q4,Africa North,Libya,15,15,0,0,0,0,0
2009 Q4,Europe Other,Liechtenstein,0,0,0,0,0,0,0
2009 Q4,EU 8,Lithuania,0,0,0,0,0,0,0
2009 Q4,EU 14,Luxembourg,0,0,0,0,0,0,0
2009 Q4,Asia East,Macau,1,1,0,0,0,0,0
2009 Q4,Europe Other,Macedonia,14,14,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Madagascar,2,2,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Malawi,6,5,0,0,1,0,0
2009 Q4,Asia South East,Malaysia,72,62,0,0,10,0,0
2009 Q4,Asia South,Maldives,1,1,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Mali,1,0,0,0,0,1,0
2009 Q4,EU Other,Malta,0,0,0,0,0,0,0
2009 Q4,Oceania,Marshall Islands,0,0,0,0,0,0,0
2009 Q4,America Central and South,Martinique,0,0,0,0,0,0,0
2009 Q4,Africa North,Mauritania,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Mauritius,58,47,1,0,10,0,0
2009 Q4,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0
2009 Q4,America Central and South,Mexico,35,35,0,0,0,0,0
2009 Q4,Oceania,Micronesia,0,0,0,0,0,0,0
2009 Q4,Europe Other,Moldova,8,7,0,0,1,0,0
2009 Q4,Europe Other,Monaco,0,0,0,0,0,0,0
2009 Q4,Asia East,Mongolia,2,2,0,0,0,0,0
2009 Q4,Europe Other,Montenegro,2,2,0,0,0,0,0
2009 Q4,Other,Montserrat (British),0,0,0,0,0,0,0
2009 Q4,Africa North,Morocco,140,138,2,0,0,0,0
2009 Q4,Africa Sub-Saharan,Mozambique,5,4,0,0,0,1,0
2009 Q4,Africa Sub-Saharan,Namibia,4,3,0,0,1,0,0
2009 Q4,Oceania,Nauru,0,0,0,0,0,0,0
2009 Q4,Asia South,Nepal,931,117,438,0,366,0,10
2009 Q4,EU 14,Netherlands,0,0,0,0,0,0,0
2009 Q4,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0
2009 Q4,Oceania,New Caledonia,0,0,0,0,0,0,0
2009 Q4,Oceania,New Zealand,62,52,0,0,10,0,0
2009 Q4,America Central and South,Nicaragua,2,2,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Niger,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Nigeria,435,349,5,0,67,3,11
2009 Q4,Oceania,Niue,0,0,0,0,0,0,0
2009 Q4,Oceania,Norfolk Island,0,0,0,0,0,0,0
2009 Q4,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2009 Q4,Europe Other,Norway,0,0,0,0,0,0,0
2009 Q4,Middle East,Occupied Palestinian Territories,11,11,0,0,0,0,0
2009 Q4,Middle East,Oman,1,1,0,0,0,0,0
2009 Q4,Other,Other and unknown,56,17,0,0,8,31,0
2009 Q4,Asia South,Pakistan,"2,519","2,430",1,1,33,17,37
2009 Q4,Oceania,Palau,0,0,0,0,0,0,0
2009 Q4,America Central and South,Panama,1,1,0,0,0,0,0
2009 Q4,Oceania,Papua New Guinea,2,0,2,0,0,0,0
2009 Q4,America Central and South,Paraguay,2,2,0,0,0,0,0
2009 Q4,America Central and South,Peru,27,25,0,0,2,0,0
2009 Q4,Asia South East,Philippines,305,219,3,0,78,0,5
2009 Q4,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2009 Q4,EU 8,Poland,0,0,0,0,0,0,0
2009 Q4,EU 14,Portugal,0,0,0,0,0,0,0
2009 Q4,America North,Puerto Rico,0,0,0,0,0,0,0
2009 Q4,Middle East,Qatar,0,0,0,0,0,0,0
2009 Q4,Other,Refugee,12,9,1,0,0,1,1
2009 Q4,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2009 Q4,EU 2,Romania,0,0,0,0,0,0,0
2009 Q4,Europe Other,Russia,216,186,3,6,5,0,16
2009 Q4,Africa Sub-Saharan,Rwanda,12,4,0,0,0,6,2
2009 Q4,Oceania,Samoa,0,0,0,0,0,0,0
2009 Q4,Europe Other,San Marino,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2009 Q4,Middle East,Saudi Arabia,3,3,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Senegal,9,7,1,0,1,0,0
2009 Q4,Europe Other,Serbia,17,17,0,0,0,0,0
2009 Q4,Europe Other,Serbia and Montenegro,z,z,z,z,z,z,z
2009 Q4,Africa Sub-Saharan,Seychelles,1,1,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Sierra Leone,93,44,1,0,38,7,3
2009 Q4,Asia South East,Singapore,19,14,0,0,5,0,0
2009 Q4,EU 8,Slovakia,0,0,0,0,0,0,0
2009 Q4,EU 8,Slovenia,0,0,0,0,0,0,0
2009 Q4,Oceania,Solomon Islands,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Somalia,518,95,4,0,33,331,55
2009 Q4,Africa Sub-Saharan,South Africa,319,257,22,0,39,0,1
2009 Q4,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2009 Q4,EU 14,Spain,0,0,0,0,0,0,0
2009 Q4,Asia South,Sri Lanka,380,296,0,0,5,47,32
2009 Q4,Other,St. Helena (British),0,0,0,0,0,0,0
2009 Q4,America Central and South,St. Kitts and Nevis,1,1,0,0,0,0,0
2009 Q4,America Central and South,St. Lucia,12,11,0,0,1,0,0
2009 Q4,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z,z,z
2009 Q4,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2009 Q4,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2009 Q4,America Central and South,St. Vincent and the Grenadines,7,7,0,0,0,0,0
2009 Q4,Other,Stateless,1,1,0,0,0,0,0
2009 Q4,Africa North,Sudan,50,34,0,0,0,16,0
2009 Q4,Africa Sub-Saharan,Sudan (South),z,z,z,z,z,z,z
2009 Q4,America Central and South,Surinam,0,0,0,0,0,0,0
2009 Q4,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Swaziland,4,0,0,0,4,0,0
2009 Q4,EU 14,Sweden,0,0,0,0,0,0,0
2009 Q4,Europe Other,Switzerland,0,0,0,0,0,0,0
2009 Q4,Middle East,Syria,28,22,0,0,1,3,2
2009 Q4,Asia East,Taiwan,16,15,0,0,1,0,0
2009 Q4,Asia Central,Tajikistan,1,1,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Tanzania,34,28,1,0,3,1,1
2009 Q4,Asia South East,Thailand,581,519,1,3,58,0,0
2009 Q4,Africa Sub-Saharan,Togo,2,0,0,0,2,0,0
2009 Q4,Oceania,Tokelau,0,0,0,0,0,0,0
2009 Q4,Oceania,Tonga,1,1,0,0,0,0,0
2009 Q4,America Central and South,Trinidad and Tobago,20,19,0,0,1,0,0
2009 Q4,Africa North,Tunisia,52,52,0,0,0,0,0
2009 Q4,Europe Other,Turkey,269,252,0,0,13,4,0
2009 Q4,Asia Central,Turkmenistan,2,0,1,0,1,0,0
2009 Q4,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2009 Q4,Oceania,Tuvalu,0,0,0,0,0,0,0
2009 Q4,Africa Sub-Saharan,Uganda,62,33,1,0,10,14,4
2009 Q4,Europe Other,Ukraine,106,98,0,0,3,0,5
2009 Q4,Middle East,United Arab Emirates,0,0,0,0,0,0,0
2009 Q4,America North,United States,753,682,24,0,46,0,1
2009 Q4,America Central and South,Uruguay,0,0,0,0,0,0,0
2009 Q4,Asia Central,Uzbekistan,11,9,0,0,0,2,0
2009 Q4,Oceania,Vanuatu,0,0,0,0,0,0,0
2009 Q4,Europe Other,Vatican City,0,0,0,0,0,0,0
2009 Q4,America Central and South,Venezuela,16,16,0,0,0,0,0
2009 Q4,Asia South East,Vietnam,32,31,1,0,0,0,0
2009 Q4,Other,Virgin Islands (British),0,0,0,0,0,0,0
2009 Q4,America North,Virgin Islands (US),0,0,0,0,0,0,0
2009 Q4,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2009 Q4,Africa North,Western Sahara,0,0,0,0,0,0,0
2009 Q4,Middle East,Yemen,51,33,1,0,8,7,2
2009 Q4,Africa Sub-Saharan,Zambia,14,12,0,0,2,0,0
2009 Q4,Africa Sub-Saharan,Zimbabwe,345,57,10,0,54,216,8
2010 Q1,*Total,*Total,"12,393","9,080",674,23,"1,248","1,091",277
2010 Q1,Africa North,*Total Africa North,450,405,7,0,11,26,1
2010 Q1,Africa Sub-Saharan,*Total Africa Sub-Saharan,"2,844","1,466",55,6,332,877,108
2010 Q1,America North,*Total America North,767,725,13,0,27,0,2
2010 Q1,America Central and South,*Total America Central and South,843,752,4,1,80,1,5
2010 Q1,Asia Central,*Total Asia Central,258,180,2,0,4,58,14
2010 Q1,Asia East,*Total Asia East,506,444,2,0,44,8,8
2010 Q1,Asia South,*Total Asia South,"3,806","2,603",563,3,512,30,95
2010 Q1,Asia South East,*Total Asia South East,968,783,4,5,155,11,10
2010 Q1,EU 14,*Total EU 14,0,0,0,0,0,0,0
2010 Q1,EU 2,*Total EU 2,0,0,0,0,0,0,0
2010 Q1,EU 8,*Total EU 8,0,0,0,0,0,0,0
2010 Q1,EU Other,*Total EU Other,18,17,0,0,0,0,1
2010 Q1,Europe Other,*Total Europe Other,973,880,7,8,41,19,18
2010 Q1,Middle East,*Total Middle East,484,409,10,0,19,35,11
2010 Q1,Oceania,*Total Oceania,429,399,7,0,19,0,4
2010 Q1,Other,*Total Other,47,17,0,0,4,26,0
2010 Q1,Asia Central,Afghanistan,237,164,0,0,3,57,13
2010 Q1,Europe Other,Albania,67,61,1,0,1,2,2
2010 Q1,Africa North,Algeria,91,88,0,0,3,0,0
2010 Q1,Oceania,American Samoa,0,0,0,0,0,0,0
2010 Q1,Europe Other,Andorra,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Angola,3,2,0,0,1,0,0
2010 Q1,Other,Anguilla (British),0,0,0,0,0,0,0
2010 Q1,America Central and South,Antigua and Barbuda,0,0,0,0,0,0,0
2010 Q1,America Central and South,Argentina,11,9,0,0,2,0,0
2010 Q1,Europe Other,Armenia,6,5,0,0,1,0,0
2010 Q1,America Central and South,Aruba,0,0,0,0,0,0,0
2010 Q1,Oceania,Australia,291,276,3,0,12,0,0
2010 Q1,EU 14,Austria,0,0,0,0,0,0,0
2010 Q1,Europe Other,Azerbaijan,13,11,1,0,1,0,0
2010 Q1,America Central and South,"Bahamas, The",0,0,0,0,0,0,0
2010 Q1,Middle East,Bahrain,1,1,0,0,0,0,0
2010 Q1,Asia South,Bangladesh,362,355,0,0,4,0,3
2010 Q1,America Central and South,Barbados,10,9,0,0,0,0,1
2010 Q1,Europe Other,Belarus,12,11,0,0,0,0,1
2010 Q1,EU 14,Belgium,0,0,0,0,0,0,0
2010 Q1,America Central and South,Belize,4,0,1,0,3,0,0
2010 Q1,Africa Sub-Saharan,Benin,0,0,0,0,0,0,0
2010 Q1,Other,Bermuda (British),0,0,0,0,0,0,0
2010 Q1,Asia South,Bhutan,0,0,0,0,0,0,0
2010 Q1,America Central and South,Bolivia,10,9,0,0,1,0,0
2010 Q1,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z,z,z
2010 Q1,Europe Other,Bosnia and Herzegovina,4,4,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Botswana,3,3,0,0,0,0,0
2010 Q1,America Central and South,Brazil,189,177,1,0,10,0,1
2010 Q1,Other,British overseas citizens,4,4,0,0,0,0,0
2010 Q1,Asia South East,Brunei,1,1,0,0,0,0,0
2010 Q1,EU 2,Bulgaria,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Burkina,0,0,0,0,0,0,0
2010 Q1,Asia South East,Burma,16,5,0,0,0,9,2
2010 Q1,Africa Sub-Saharan,Burundi,6,4,0,0,0,0,2
2010 Q1,Asia South East,Cambodia,10,10,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Cameroon,51,23,0,0,8,20,0
2010 Q1,America North,Canada,112,107,1,0,3,0,1
2010 Q1,Africa Sub-Saharan,Cape Verde,2,2,0,0,0,0,0
2010 Q1,Other,Cayman Islands (British),0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Chad,3,1,0,0,0,2,0
2010 Q1,America Central and South,Chile,23,23,0,0,0,0,0
2010 Q1,Asia East,China,293,236,1,0,41,8,7
2010 Q1,Oceania,Christmas Island,0,0,0,0,0,0,0
2010 Q1,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0
2010 Q1,America Central and South,Colombia,54,48,0,0,5,1,0
2010 Q1,Africa Sub-Saharan,Comoros,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Congo,6,4,0,0,1,1,0
2010 Q1,Africa Sub-Saharan,Congo (Democratic Republic),70,17,0,0,4,46,3
2010 Q1,Oceania,Cook Islands,0,0,0,0,0,0,0
2010 Q1,America Central and South,Costa Rica,2,2,0,0,0,0,0
2010 Q1,EU Other,Croatia,13,12,0,0,0,0,1
2010 Q1,America Central and South,Cuba,21,20,1,0,0,0,0
2010 Q1,America Central and South,Curacao,z,z,z,z,z,z,z
2010 Q1,EU Other,Cyprus,5,5,0,0,0,0,0
2010 Q1,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0
2010 Q1,EU 8,Czech Republic,0,0,0,0,0,0,0
2010 Q1,EU 14,Denmark,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Djibouti,0,0,0,0,0,0,0
2010 Q1,America Central and South,Dominica,6,6,0,0,0,0,0
2010 Q1,America Central and South,Dominican Republic,10,10,0,0,0,0,0
2010 Q1,Asia South East,East Timor,0,0,0,0,0,0,0
2010 Q1,America Central and South,Ecuador,8,8,0,0,0,0,0
2010 Q1,Africa North,Egypt,88,87,0,0,0,0,1
2010 Q1,America Central and South,El Salvador,1,1,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Equatorial Guinea,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Eritrea,157,15,0,0,6,133,3
2010 Q1,EU 8,Estonia,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Ethiopia,87,46,0,5,1,31,4
2010 Q1,Other,Falkland Islands (British),0,0,0,0,0,0,0
2010 Q1,Europe Other,Faroe Islands,0,0,0,0,0,0,0
2010 Q1,Oceania,Fiji,5,3,0,0,0,0,2
2010 Q1,EU 14,Finland,0,0,0,0,0,0,0
2010 Q1,Europe Other,Former Yugoslavia,3,3,0,0,0,0,0
2010 Q1,EU 14,France,0,0,0,0,0,0,0
2010 Q1,America Central and South,French Guiana,0,0,0,0,0,0,0
2010 Q1,Oceania,French Polynesia,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Gabon,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,"Gambia, The",113,92,1,0,18,1,1
2010 Q1,Europe Other,Georgia,10,7,0,0,1,2,0
2010 Q1,EU 14,Germany,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Ghana,261,227,0,0,32,0,2
2010 Q1,Other,Gibraltar (British),0,0,0,0,0,0,0
2010 Q1,EU 14,Greece,0,0,0,0,0,0,0
2010 Q1,Europe Other,Greenland,0,0,0,0,0,0,0
2010 Q1,America Central and South,Grenada,5,5,0,0,0,0,0
2010 Q1,America Central and South,Guadeloupe,0,0,0,0,0,0,0
2010 Q1,Oceania,Guam,0,0,0,0,0,0,0
2010 Q1,America Central and South,Guatemala,5,3,0,1,1,0,0
2010 Q1,Africa Sub-Saharan,Guinea,16,10,0,0,2,4,0
2010 Q1,Africa Sub-Saharan,Guinea-Bissau,1,0,0,0,1,0,0
2010 Q1,America Central and South,Guyana,19,19,0,0,0,0,0
2010 Q1,America Central and South,Haiti,2,2,0,0,0,0,0
2010 Q1,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0
2010 Q1,America Central and South,Honduras,3,3,0,0,0,0,0
2010 Q1,Asia East,Hong Kong,41,39,0,0,1,0,1
2010 Q1,EU 8,Hungary,0,0,0,0,0,0,0
2010 Q1,Europe Other,Iceland,0,0,0,0,0,0,0
2010 Q1,Asia South,India,906,764,3,2,89,2,46
2010 Q1,Asia South East,Indonesia,33,30,0,0,3,0,0
2010 Q1,Middle East,Iran,85,62,2,0,3,18,0
2010 Q1,Middle East,Iraq,215,198,2,0,7,7,1
2010 Q1,EU 14,Ireland,0,0,0,0,0,0,0
2010 Q1,Middle East,Israel,48,46,1,0,0,0,1
2010 Q1,EU 14,Italy,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Ivory Coast,22,6,0,0,2,14,0
2010 Q1,America Central and South,Jamaica,312,253,0,0,56,0,3
2010 Q1,Asia East,Japan,110,107,1,0,2,0,0
2010 Q1,Middle East,Jordan,13,12,0,0,0,1,0
2010 Q1,Asia Central,Kazakhstan,5,4,1,0,0,0,0
2010 Q1,Africa Sub-Saharan,Kenya,161,126,4,0,24,1,6
2010 Q1,Oceania,Kiribati,0,0,0,0,0,0,0
2010 Q1,Asia East,Korea (North),0,0,0,0,0,0,0
2010 Q1,Asia East,Korea (South),35,35,0,0,0,0,0
2010 Q1,Europe Other,Kosovo,37,35,0,1,1,0,0
2010 Q1,Middle East,Kuwait,1,1,0,0,0,0,0
2010 Q1,Asia Central,Kyrgyzstan,3,2,0,0,1,0,0
2010 Q1,Asia South East,Laos,3,3,0,0,0,0,0
2010 Q1,EU 8,Latvia,0,0,0,0,0,0,0
2010 Q1,Middle East,Lebanon,37,29,0,0,2,2,4
2010 Q1,Africa Sub-Saharan,Lesotho,2,1,0,0,1,0,0
2010 Q1,Africa Sub-Saharan,Liberia,8,3,0,0,3,1,1
2010 Q1,Africa North,Libya,6,6,0,0,0,0,0
2010 Q1,Europe Other,Liechtenstein,0,0,0,0,0,0,0
2010 Q1,EU 8,Lithuania,0,0,0,0,0,0,0
2010 Q1,EU 14,Luxembourg,0,0,0,0,0,0,0
2010 Q1,Asia East,Macau,0,0,0,0,0,0,0
2010 Q1,Europe Other,Macedonia,11,11,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Madagascar,1,1,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Malawi,9,8,0,0,1,0,0
2010 Q1,Asia South East,Malaysia,63,51,0,0,10,2,0
2010 Q1,Asia South,Maldives,1,1,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Mali,1,1,0,0,0,0,0
2010 Q1,EU Other,Malta,0,0,0,0,0,0,0
2010 Q1,Oceania,Marshall Islands,0,0,0,0,0,0,0
2010 Q1,America Central and South,Martinique,0,0,0,0,0,0,0
2010 Q1,Africa North,Mauritania,1,1,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Mauritius,50,40,4,0,6,0,0
2010 Q1,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0
2010 Q1,America Central and South,Mexico,53,53,0,0,0,0,0
2010 Q1,Oceania,Micronesia,0,0,0,0,0,0,0
2010 Q1,Europe Other,Moldova,14,10,1,0,2,1,0
2010 Q1,Europe Other,Monaco,0,0,0,0,0,0,0
2010 Q1,Asia East,Mongolia,5,5,0,0,0,0,0
2010 Q1,Europe Other,Montenegro,1,1,0,0,0,0,0
2010 Q1,Other,Montserrat (British),0,0,0,0,0,0,0
2010 Q1,Africa North,Morocco,115,102,6,0,7,0,0
2010 Q1,Africa Sub-Saharan,Mozambique,1,1,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Namibia,8,7,0,0,1,0,0
2010 Q1,Oceania,Nauru,0,0,0,0,0,0,0
2010 Q1,Asia South,Nepal,"1,032",75,557,0,397,0,3
2010 Q1,EU 14,Netherlands,0,0,0,0,0,0,0
2010 Q1,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0
2010 Q1,Oceania,New Caledonia,0,0,0,0,0,0,0
2010 Q1,Oceania,New Zealand,131,119,3,0,7,0,2
2010 Q1,America Central and South,Nicaragua,2,2,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Niger,0,0,0,0,0,0,0
2010 Q1,Africa Sub-Saharan,Nigeria,343,281,9,0,46,0,7
2010 Q1,Oceania,Niue,0,0,0,0,0,0,0
2010 Q1,Oceania,Norfolk Island,0,0,0,0,0,0,0
2010 Q1,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2010 Q1,Europe Other,Norway,0,0,0,0,0,0,0
2010 Q1,Middle East,Occupied Palestinian Territories,12,8,1,0,2,1,0
2010 Q1,Middle East,Oman,1,1,0,0,0,0,0
2010 Q1,Other,Other and unknown,33,4,0,0,4,25,0
2010 Q1,Asia South,Pakistan,"1,335","1,284",2,1,19,8,21
2010 Q1,Oceania,Palau,0,0,0,0,0,0,0
2010 Q1,America Central and South,Panama,2,2,0,0,0,0,0
2010 Q1,Oceania,Papua New Guinea,2,1,1,0,0,0,0
2010 Q1,America Central and South,Paraguay,1,1,0,0,0,0,0
2010 Q1,America Central and South,Peru,21,20,0,0,1,0,0
